"ID","Learning level","Spelling","Synthesis","Phonemic Synthesis","IllustrationFile","AudioFile","IsSimpleWord","IsSightWord","IsPhonicsWord"
"throat_blue","37","throat","th/r/oa/t","th/r/..u/t","","WordAudio_throat.ogg","Y","N","Y"
"listed","41","listed",,"l/i/s/t/i/d ","","WordAudio_listed.ogg","N","N","N"
"lifted","41","lifted",,"l/i/f/t/i/d ","","WordAudio_lifted.ogg","N","N","N"
"landed","41","landed",,"l/ae/n/d/i/d ","","WordAudio_landed.ogg","N","N","N"
"cow","41","cow","c/ow","k/au","WordImage_cow.png","WordAudio_cow.ogg","Y","N","Y"
"howl","41","howl","h/ow/l","h/au/l","","WordAudio_howl.ogg","Y","N","Y"
"how","41","how","h/ow","h/au","","WordAudio_how.ogg","Y","N","Y"
"handed","41","handed",,"h/ae/n/d/i/d ","","WordAudio_handed.ogg","N","N","N"
"hunted ","41","hunted ",,"h/^/n/t/i/d  ","","WordAudio_hunted.ogg","N","N","N"
"grunted","41","grunted",,"g/r/^/n/t/i/d ","","WordAudio_grunted.ogg","N","N","N"
"gown","41","gown","g/ow/n","g/au/n","","WordAudio_gown.ogg","Y","N","Y"
"frowning","41","frowning","f/r/ow/n/i/ng","f/r/au/n/i/ng","WordImage_frowning.png","WordAudio_frowning.ogg","N","N","Y"
"flower","41","flower","f/l/ow/er","f/l/au/..r","WordImage_flower.png","WordAudio_flower.ogg","Y","N","Y"
"funded","41","funded",,"f/^/n/d/i/d ","","WordAudio_funded.ogg","N","N","N"
"ended","41","ended",,"e/n/d/i/d ","","WordAudio_ended.ogg","N","N","N"
"dented","41","dented",,"d/e/n/t/i/d ","","WordAudio_dented.ogg","N","N","N"
"down","41","down","d/ow/n","d/au/n","","WordAudio_down.ogg","Y","N","Y"
"dusted ","41","dusted ",,"d/^/s/t/i/d  ","","WordAudio_dusted.ogg","N","N","N"
"owl","41","owl","ow/l","au/l","WordImage_owl.png","WordAudio_owl.ogg","Y","N","Y"
"wool","40","wool","w/oo/l","w/u/l","WordImage_wool.png","WordAudio_wool.ogg","Y","N","Y"
"melted","41","melted",,"m/e/l/t/i/d ","","WordAudio_melted.ogg","N","N","N"
"wood","40","wood","w/oo/d","w/u/d","WordImage_wood.png","WordAudio_wood.ogg","Y","N","Y"
"mended","41","mended",,"m/e/n/d/i/d ","","WordAudio_mended.ogg","N","N","N"
"planted","41","planted",,"p/l/a:r/n/t/i/d ","","WordAudio_planted.ogg","N","N","N"
"car","42","car","c/ar","k/a:r","WordImage_car.png","WordAudio_car.ogg","Y","N","Y"
"harm","42","harm","h/ar/m","h/a:r/m","","WordAudio_harm.ogg","Y","N","Y"
"hard","42","hard","h/ar/d","h/a:r/d","","WordAudio_hard.ogg","Y","N","Y"
"garlic","42","garlic","g/ar/l/i/c","g/a:r/l/i/k","WordImage_garlic.png","WordAudio_garlic.ogg","N","N","Y"
"farm","42","farm","f/ar/m","f/a:r/m","","WordAudio_farm.ogg","Y","N","Y"
"far","42","far","f/ar","f/a:r","","WordAudio_far.ogg","Y","N","Y"
"jar","42","jar","j/ar","dz/a:r","WordImage_jar.png","WordAudio_jar.ogg","Y","N","Y"
"dark","42","dark","d/ar/k","d/a:r/k","","WordAudio_dark.ogg","Y","N","Y"
"bark","42","bark","b/ar/k","b/a:r/k","","WordAudio_bark.ogg","Y","N","Y"
"bar","42","bar","b/ar","b/a:r","","WordAudio_bar.ogg","Y","N","Y"
"arch","42","arch","ar/ch","a:r/tsh","","WordAudio_arch.ogg","Y","N","Y"
"arm","42","arm","ar/m","a:r/m","WordImage_arm.png","WordAudio_arm.ogg","Y","N","Y"
"vow","41","vow","v/ow","v/au","","WordAudio_vow.ogg","Y","N","Y"
"tested","41","tested",,"t/e/s/t/i/d ","","WordAudio_tested.ogg","N","N","N"
"town","41","town","t/ow/n","t/au/n","","WordAudio_town.ogg","Y","N","Y"
"tower","41","tower","t/ow/er","t/au/..r","WordImage_tower.png","WordAudio_tower.ogg","Y","N","Y"
"sunflower","41","sunflower","s/u/n/f/l/ow/er","s/^/n/f/l/au/..r","WordImage_sunflower.png","WordAudio_sunflower.ogg","N","N","Y"
"rusted","41","rusted",,"r/^/s/t/i/d ","","WordAudio_rusted.ogg","N","N","N"
"plow","41","plow","p/l/ow","p/l/au","WordImage_plow.png","WordAudio_plow.ogg","Y","N","Y"
"now","41","now","n/ow","n/au","","WordAudio_now.ogg","Y","N","Y"
"cart","42","cart","c/ar/t","k/a:r/t","","WordAudio_cart.ogg","Y","N","Y"
"took","40","took","t/oo/k","t/u/k","","WordAudio_took.ogg","Y","N","Y"
"soot","40","soot","s/oo/t","s/u/t","","WordAudio_soot.ogg","Y","N","Y"
"hoof","39","hoof","h/oo/f","h/u:/f","WordImage_hoof.png","WordAudio_hoof.ogg","Y","N","Y"
"grew","105","grew","g/r/ew","g/r/u:","","WordAudio_grew.ogg","Y","N","Y"
"fool","39","fool","f/oo/l","f/u:/l","","WordAudio_fool.ogg","Y","N","Y"
"food","39","food","f/oo/d","f/u:/d","WordImage_food.png","WordAudio_food.ogg","Y","N","Y"
"boot","39","boot","b/oo/t","b/u:/t","","WordAudio_boot.ogg","Y","N","Y"
"bedroom","39","bedroom","b/e/d/r/oo/m","b/e/d/r/u:/m","WordImage_bedroom.png","WordAudio_bedroom.ogg","N","N","Y"
"void","38","void","v/oi/d","v/oi/d","","WordAudio_void.ogg","Y","N","Y"
"toil","38","toil","t/oi/l","t/oi/l","","WordAudio_toil.ogg","Y","N","Y"
"spoil_blue","38","spoil","s/p/oi/l","s/p/oi/l","","WordAudio_spoil.ogg","Y","N","Y"
"soil","38","soil","s/oi/l","s/oi/l","","WordAudio_soil.ogg","Y","N","Y"
"oil","38","oil","oi/l","oi/l","","WordAudio_oil.ogg","Y","N","Y"
"loin","38","loin","l/oi/n","l/oi/n","","WordAudio_loin.ogg","Y","N","Y"
"coin","38","coin","c/oi/n","k/oi/n","","WordAudio_coin.ogg","Y","N","Y"
"coil","38","coil","c/oi/l","k/oi/l","","WordAudio_coil.ogg","Y","N","Y"
"hoist","38","hoist","h/oi/s/t","h/oi/s/t","","WordAudio_hoist.ogg","Y","N","Y"
"foil","38","foil","f/oi/l","f/oi/l","","WordAudio_foil.ogg","Y","N","Y"
"join","38","join","j/oi/n","dz/oi/n","","WordAudio_join.ogg","Y","N","Y"
"boil","38","boil","b/oi/l","b/oi/l","","WordAudio_boil.ogg","Y","N","Y"
"boy","38","boy","b/oy","b/oi","WordImage_boy.png","WordAudio_boy.ogg","Y","N","Y"
"cool","39","cool","c/oo/l","k/u:/l","","WordAudio_cool.ogg","Y","N","Y"
"shook","40","shook","sh/oo/k","sh/u/k","","WordAudio_shook.ogg","Y","N","Y"
"mood","39","mood","m/oo/d","m/u:/d","","WordAudio_mood.ogg","Y","N","Y"
"pool","39","pool","p/oo/l","p/u:/l","","WordAudio_pool.ogg","Y","N","Y"
"stood","40","stood","s/t/oo/d","s/t/u/d","","WordAudio_stood.ogg","Y","N","Y"
"mushroom","40","mushroom","m/u/sh/r/oo/m","m/^/sh/r/u/m","WordImage_mushroom.png","WordAudio_mushroom.ogg","N","N","Y"
"cook","40","cook","c/oo/k","k/u/k","","WordAudio_cook.ogg","Y","N","Y"
"hook","40","hook","h/oo/k","h/u/k","","WordAudio_hook.ogg","Y","N","Y"
"good","40","good","g/oo/d","g/u/d","","WordAudio_good.ogg","Y","N","Y"
"foot","40","foot","f/oo/t","f/u/t","WordImage_foot.png","WordAudio_foot.ogg","Y","N","Y"
"book","40","book","b/oo/k","b/u/k","WordImage_book.png","WordAudio_book.ogg","Y","N","Y"
"zoom","39","zoom","z/oo/m","z/u:/m","","WordAudio_zoom.ogg","Y","N","Y"
"zoo","39","zoo","z/oo","z/u:","WordImage_zoo.png","WordAudio_zoo.ogg","Y","N","Y"
"chew","105","chew","ch/ew","tsh/u:","","WordAudio_chew.ogg","Y","N","Y"
"toothbrush","39","toothbrush","t/oo/th/b/r/u/sh","t/u:/th/b/r/^/sh","WordImage_toothbrush.png","WordAudio_toothbrush.ogg","N","N","Y"
"tooth","39","tooth","t/oo/th","t/u:/th","WordImage_tooth.png","WordAudio_tooth.ogg","Y","N","Y"
"too_phonics","39","too","t/oo","t/u:","","WordAudio_too.ogg","Y","N","Y"
"shoot","39","shoot","sh/oo/t","sh/u:/t","","WordAudio_shoot.ogg","Y","N","Y"
"soon","39","soon","s/oo/n","s/u:/n","","WordAudio_soon.ogg","Y","N","Y"
"root","39","root","r/oo/t","r/u:/t","WordImage_root.png","WordAudio_root.ogg","Y","N","Y"
"rooster","39","rooster","r/oo/s/t/er","r/u:/s/t/..r","WordImage_rooster.png","WordAudio_rooster.ogg","N","N","Y"
"room","39","room","r/oo/m","r/u:/m","WordImage_room.png","WordAudio_room.ogg","Y","N","Y"
"roof","39","roof","r/oo/f","r/u:/f","WordImage_roof.png","WordAudio_roof.ogg","Y","N","Y"
"moon","39","moon","m/oo/n","m/u:/n","WordImage_moon.png","WordAudio_moon.ogg","Y","N","Y"
"wings","93","wings",,"w/i/ng/z","WordImage_wings.png","WordAudio_wings.ogg","N","N","N"
"tuck","15","tuck","t/u/ck","t/^/k","","WordAudio_tuck.ogg","Y","N","Y"
"share","98","share","sh/are","sh/e..r ","","WordAudio_share.ogg","Y","N","Y"
"house","100","house",,"h/au/s","WordImage_house.png","WordAudio_house.ogg","N","N","N"
"edge","115","edge","e/dge","e/dz ","","WordAudio_edge.ogg","Y","N","Y"
"away","97","away",,"..r/w/ei ","","WordAudio_away.ogg","N","N","N"
"unmask","106","unmask","u/n/m/a/sk","^/n/m/a:r/sk ","","WordAudio_unmask.ogg","N","N","Y"
"giant","115","giant",,"dz/ai/..r/nt ","","WordAudio_giant.ogg","N","Y","N"
"birthday","97","birthday",,"b/e:r/th/d/ei ","","WordAudio_birthday.ogg","N","N","N"
"ground","100","ground","gr/ou/nd","gr/au/nd ","","WordAudio_ground.ogg","Y","N","Y"
"day","97","day","d/ay","d/ei","WordImage_day.png","WordAudio_day.ogg","Y","N","Y"
"judge","115","judge","j/u/dge","dz/^/dz ","","WordAudio_judge.ogg","Y","N","Y"
"outcast","106","outcast","ou/t/c/a/st","au/t/k/a:r/st ","","WordAudio_outcast.ogg","N","N","Y"
"stew","105","stew",,,"","WordAudio_stew.ogg","N","N","N"
"girl","100","girl","g/ir/l","g/e:r/l","WordImage_girl.png","WordAudio_girl.ogg","N","Y","Y"
"display","97","display",,"d/i/s/p/l/ei ","","WordAudio_display.ogg","N","N","N"
"outlast","106","outlast","ou/t/l/a/st","au/t/l/a:r/st ","","WordAudio_outlast.ogg","N","N","Y"
"flour","100","flour","fl/ou/r","fl/au/..r ","","WordAudio_flour.ogg","Y","N","Y"
"destroy","97","destroy","d/e/str/oy","d/i/str/oi ","","WordAudio_destroy.ogg","Y","N","Y"
"bridge","115","bridge",,"b/r/i/dz","WordImage_bridge.png","WordAudio_bridge.ogg","N","N","N"
"found","100","found","f/ou/nd","f/au/nd ","","WordAudio_found.ogg","Y","N","Y"
"drawer","97","drawer",,"d/r/o:/..r","WordImage_drawer.png","WordAudio_drawer.ogg","N","N","N"
"budget","115","budget","b/u/dg/e/t","b/^/dz/i/t","","WordAudio_budget.ogg","N","N","Y"
"branch","106","branch","b/r/a/n/ch","b/r/a:r/n/tsh","WordImage_branch.png","WordAudio_branch.ogg","N","N","Y"
"ouch","100","ouch","ou/ch","au/tsh","","WordAudio_ouch.ogg","Y","N","Y"
"dodge","115","dodge","d/o/dge","d/o/dz","","WordAudio_dodge.ogg","Y","N","Y"
"valour","114","valour","v/a/l/our","v/ae/l/..r","","WordAudio_valour.ogg","Y","N","Y"
"renew","96","renew",,,"","WordAudio_renew.ogg","N","N","N"
"wield","96","wield","w/ie/ld","w/i:/ld ","","WordAudio_wield.ogg","Y","N","Y"
"due","105","due",,,"","WordAudio_due.ogg","N","Y","N"
"loud","100","loud","l/ou/d","l/au/d ","","WordAudio_loud.ogg","Y","N","Y"
"treat","96","treat","tr/ea/t","tr/i:/t ","","WordAudio_treat.ogg","Y","N","Y"
"nudge","115","nudge","n/u/dge","n/^/dz ","","WordAudio_nudge.ogg","Y","N","Y"
"preview","105","preview",,,"","WordAudio_preview.ogg","N","N","N"
"chief","96","chief","ch/ie/f","tsh/i:/f ","","WordAudio_chief.ogg","Y","N","Y"
"ledge","115","ledge","l/e/dge","l/e/dz ","","WordAudio_ledge.ogg","Y","N","Y"
"cloud","100","cloud","cl/ou/d","kl/au/d","WordImage_cloud.png","WordAudio_cloud.ogg","Y","N","Y"
"large","115","large","l/ar/ge","l/a:r/dz ","","WordAudio_large.ogg","Y","N","Y"
"cheap","96","cheap","ch/ea/p","tsh/i:/p ","","WordAudio_cheap.ogg","Y","N","Y"
"energy","115","energy",,"e/n/..r/dz/i:","","WordAudio_energy.ogg","N","N","N"
"review","105","review",,,"","WordAudio_review.ogg","N","Y","N"
"cheat","96","cheat","ch/ea/t","tsh/i:/t ","","WordAudio_cheat.ogg","Y","N","Y"
"couch","100","couch",,"k/au/tsh","WordImage_couch.png","WordAudio_couch.ogg","N","N","N"
"new","105","new",,,"","WordAudio_new.ogg","N","N","N"
"we_phonics","96","we","w/e","w/i: ","","WordAudio_we.ogg","Y","N","Y"
"count","100","count","c/ou/nt","k/au/nt ","","WordAudio_count.ogg","Y","N","Y"
"fridge","115","fridge",,"f/r/i/dz","WordImage_fridge.png","WordAudio_fridge.ogg","N","N","N"
"weak","96","weak","w/ea/k","w/i:/k ","","WordAudio_weak.ogg","Y","N","Y"
"few","105","few",,,"","WordAudio_few.ogg","N","N","N"
"age","115","age","a/ge","ei/dz","","WordAudio_age.ogg","Y","N","Y"
"enough","100","enough","e/n/ou/gh","i/n/^/f ","","WordAudio_enough.ogg","Y","N","Y"
"fringe","115","fringe","fr/i/n/ge","fr/i/n/dz ","","WordAudio_fringe.ogg","Y","N","Y"
"orange_color","115","orange",,"o/r/i/n/dz","WordImage_orange_color.png","WordAudio_orange_color.ogg","N","N","N"
"drawing","97","drawing",,"d/r/o:/i/ng","WordImage_drawing.png","WordAudio_drawing.ogg","N","N","N"
"tongue","114","tongue",,"t/^/ng","WordImage_tongue.png","WordAudio_tongue.ogg","N","N","N"
"last","106","last","l/a/st","l/a:r/st","","WordAudio_last.ogg","Y","N","Y"
"built","114","built","b/ui/lt","b/i/lt ","","WordAudio_built.ogg","Y","N","Y"
"in-law","97","in-law",,,"","WordAudio_in-law.ogg","N","N","N"
"sign","113","sign",,,"","WordAudio_sign.ogg","N","N","N"
"enjoy","97","enjoy",,"i/n/dz/oi","","WordAudio_enjoy.ogg","N","N","N"
"cheese","99","cheese",,"tsh/i:/z","WordImage_cheese.png","WordAudio_cheese.ogg","N","N","N"
"mask","106","mask","m/a/sk","m/a:r/sk","","WordAudio_mask.ogg","Y","N","Y"
"gnaw","113","gnaw","gn/aw","n/o: ","","WordAudio_gnaw.ogg","Y","N","Y"
"yawn","97","yawn","y/aw/n","j/o:/n ","","WordAudio_yawn.ogg","Y","N","Y"
"chuckle","99","chuckle","ch/u/ck/le","tsh/^/k/l ","","WordAudio_chuckle.ogg","Y","N","Y"
"twelve","99","twelve","tw/e/l/ve","tw/e/l/v ","","WordAudio_twelve.ogg","Y","N","Y"
"coy","97","coy","c/oy","k/oi ","","WordAudio_coy.ogg","Y","N","Y"
"mast","106","mast","m/a/st","m/a:r/st","","WordAudio_mast.ogg","Y","N","Y"
"clay","97","clay","cl/ay","kl/ei ","","WordAudio_clay.ogg","Y","N","Y"
"knob","113","knob","kn/o/b","n/o/b ","","WordAudio_knob.ogg","Y","N","Y"
"throttle","99","throttle",,"thr/o/t/l ","","WordAudio_throttle.ogg","N","N","N"
"claw","97","claw","cl/aw","kl/o:","WordImage_claw.png","WordAudio_claw.ogg","Y","N","Y"
"past","106","past","p/a/st","p/a:r/st","","WordAudio_past.ogg","Y","N","Y"
"knee","113","knee","kn/ee","n/i:","WordImage_knee.png","WordAudio_knee.ogg","Y","N","Y"
"triangle","99","triangle",,"t/r/ai/ae/ng/l","WordImage_triangle.png","WordAudio_triangle.ogg","N","N","N"
"lay","97","lay","l/ay","l/ei ","","WordAudio_lay.ogg","Y","N","Y"
"task","106","task","t/a/sk","t/a:r/sk","","WordAudio_task.ogg","Y","N","Y"
"knock","113","knock","kn/o/ck","n/o/k ","","WordAudio_knock.ogg","Y","N","Y"
"outlaw","100","outlaw",,"au/t/l/o: ","","WordAudio_outlaw.ogg","N","N","N"
"employ","97","employ","e/m/pl/oy","i/m/pl/oi ","","WordAudio_employ.ogg","Y","N","Y"
"holiday","97","holiday",,"h/o/l/..r/d/ei ","","WordAudio_holiday.ogg","N","N","N"
"eggplant","106","eggplant","e/gg/p/l/a/n/t","e/g/p/l/a:r/n/t","WordImage_eggplant.png","WordAudio_eggplant.ogg","N","N","Y"
"out","100","out","ou/t","au/t ","","WordAudio_out.ogg","Y","N","Y"
"draw","97","draw","dr/aw","dr/o: ","","WordAudio_draw.ogg","Y","N","Y"
"savour","114","savour","s/a/v/our","s/ei/v/..r","","WordAudio_savour.ogg","Y","N","Y"
"our","100","our","ou/r","au/..r ","","WordAudio_our.ogg","Y","N","Y"
"jigsaw","97","jigsaw",,"dz/i/g/s/o:","WordImage_jig-saw.png","WordAudio_jig-saw.ogg","N","N","N"
"guilty","114","guilty","gu/i/l/t/y","g/i/l/t/i:","","WordAudio_guilty.ogg","Y","N","Y"
"guest","114","guest","gu/e/st","g/e/st","","WordAudio_guest.ogg","Y","N","Y"
"fast","106","fast","f/a/st","f/a:r/st","","WordAudio_fast.ogg","Y","N","Y"
"around","100","around",,"..r/r/au/n/d ","","WordAudio_around.ogg","N","N","N"
"favour","114","favour","f/a/v/our","f/ei/v/..r ","","WordAudio_favour.ogg","Y","N","Y"
"jaw","97","jaw","j/aw","dz/o: ","","WordAudio_jaw.ogg","Y","N","Y"
"joy","97","joy","j/oy","dz/oi","","WordAudio_joy.ogg","Y","N","Y"
"cask","106","cask","c/a/sk","k/a:r/sk ","","WordAudio_cask.ogg","Y","N","Y"
"about","100","about",,"..r/b/au/t ","","WordAudio_about.ogg","N","N","N"
"guide","114","guide",,"g/ai/d","","WordAudio_guide.ogg","N","Y","N"
"flaw","97","flaw","fl/aw","fl/o: ","","WordAudio_flaw.ogg","Y","N","Y"
"weave","99","weave","w/ea/ve","w/i:/v ","","WordAudio_weave.ogg","Y","N","Y"
"hay","97","hay","h/ay","h/ei ","","WordAudio_hay.ogg","Y","N","Y"
"guard","114","guard","gu/ar/d","g/a:r/d ","","WordAudio_guard.ogg","Y","N","Y"
"cast","106","cast","c/a/st","k/a:r/st","","WordAudio_cast.ogg","Y","N","Y"
"verse","99","verse","v/er/se","v/e:r/s ","","WordAudio_verse.ogg","Y","N","Y"
"guess","114","guess","gu/e/ss","g/e/s","","WordAudio_guess.ogg","Y","N","Y"
"thief","96","thief","th/ie/f","th/i:/f ","","WordAudio_thief.ogg","Y","N","Y"
"lousy","100","lousy","l/ou/s/y","l/au/z/i:","","WordAudio_lousy.ogg","Y","N","Y"
"argue","105","argue",,,"","WordAudio_argue.ogg","N","Y","N"
"niece","96","niece","n/ie/ce","n/i:/s ","","WordAudio_niece.ogg","Y","N","Y"
"juicy","101","juicy","j/ui/c/y","dz/u:/s/i: ","","WordAudio_juicy.ogg","Y","N","Y"
"ensure","117","ensure",,"i/n/sh/u..r ","","WordAudio_ensure.ogg","N","N","N"
"neat","96","neat","n/ea/t","n/i:/t ","","WordAudio_neat.ogg","Y","N","Y"
"feature","117","feature",,"f/i:/tsh/..r ","","WordAudio_feature.ogg","N","N","N"
"dance","101","dance","d/a/n/ce","d/a:r/n/s ","","WordAudio_dance.ogg","Y","N","Y"
"window","104","window",,"w/i/n/d/..u","WordImage_window.png","WordAudio_window.ogg","N","N","N"
"pea","96","pea","p/ea","p/i:","WordImage_pea.png","WordAudio_pea.ogg","Y","N","Y"
"furniture","117","furniture",,"f/e:r/n/i/tsh/..r","","WordAudio_furniture.ogg","N","N","N"
"gesture","117","gesture",,"dz/e/s/tsh/..r ","","WordAudio_gesture.ogg","N","Y","N"
"throw","104","throw","thr/ow","thr/..u ","","WordAudio_throw.ogg","Y","N","Y"
"icy","101","icy","i/c/y","ai/s/i: ","","WordAudio_icy.ogg","Y","N","Y"
"unsure","117","unsure",,"^/n/sh/u..r ","","WordAudio_unsure.ogg","N","Y","N"
"zero","104","zero",,"z/i..r/..u","WordImage_zero.png","WordAudio_zero.ogg","N","N","N"
"fusion","116","fusion",,,"","WordAudio_fusion.ogg","N","N","N"
"peach","96","peach","p/ea/ch","p/i:/tsh","WordImage_peach.png","WordAudio_peach.ogg","Y","N","Y"
"ice","101","ice",,"ai/s","WordImage_ice.png","WordAudio_ice.ogg","N","N","N"
"tissue","116","tissue",,"t/i/sh/u:","WordImage_tissue.png","WordAudio_tissue.ogg","N","N","N"
"real","96","real",,,"","WordAudio_real.ogg","N","Y","N"
"acid","101","acid","a/c/i/d","ae/s/i/d ","","WordAudio_acid.ogg","Y","N","Y"
"blew","105","blew","b/l/ew","b/l/u:","","WordAudio_blew.ogg","Y","N","Y"
"return","96","return",,"r/i/t/e:r/n","","WordAudio_return.ogg","N","N","N"
"peacock","96","peacock",,"p/i:/k/o/k","WordImage_peacock.png","WordAudio_peacock.ogg","N","N","N"
"tension","116","tension",,"t/e/n/sh/..r/n ","","WordAudio_tension.ogg","N","N","N"
"culture","117","culture",,"k/^/l/tsh/..r ","","WordAudio_culture.ogg","N","Y","N"
"closure","117","closure",,"kl/..u/zh/..r ","","WordAudio_closure.ogg","N","N","N"
"lead","96","lead","l/ea/d","l/i:/d ","","WordAudio_lead.ogg","Y","N","Y"
"picture","117","picture",,"p/i/k/tsh/..r","WordImage_picture.png","WordAudio_picture.ogg","N","N","N"
"peace","101","peace","p/ea/ce","p/i:/s ","","WordAudio_peace.ogg","Y","N","Y"
"leaf","96","leaf","l/ea/f","l/i:/f","WordImage_leaf.png","WordAudio_leaf.ogg","Y","N","Y"
"slow","104","slow","sl/ow","sl/..u ","","WordAudio_slow.ogg","Y","N","Y"
"nature","117","nature",,"n/ei/tsh/..r","","WordAudio_nature.ogg","N","N","N"
"nurture","117","nurture",,"n/e:r/tsh/..r ","","WordAudio_nurture.ogg","N","Y","N"
"leak","96","leak","l/ea/k","l/i:/k ","","WordAudio_leak.ogg","Y","N","Y"
"pencil","101","pencil",,"p/e/n/s/l","WordImage_pencil.png","WordAudio_pencil.ogg","N","N","N"
"snow","104","snow","sn/ow","sn/..u ","","WordAudio_snow.ogg","Y","N","Y"
"fancy","101","fancy","f/a/n/c/y","f/ae/n/s/i:","","WordAudio_fancy.ogg","Y","N","Y"
"mixture","117","mixture",,"m/i/ks/tsh/..r ","","WordAudio_mixture.ogg","N","N","N"
"nice","101","nice",,"n/ai/s ","","WordAudio_nice.ogg","N","Y","N"
"leisure","117","leisure",,"l/e/zh/..r ","","WordAudio_leisure.ogg","N","Y","N"
"me_phonics","96","me","m/e","m/i: ","","WordAudio_me.ogg","Y","N","Y"
"swallow","104","swallow","sw/a/ll/ow","sw/o/l/..u ","","WordAudio_swallow.ogg","Y","N","Y"
"mice","101","mice",,"m/ai/s ","","WordAudio_mice.ogg","N","Y","N"
"mean","96","mean","m/ea/n","m/i:/n ","","WordAudio_mean.ogg","Y","N","Y"
"lecture","117","lecture",,"l/e/k/tsh/..r ","","WordAudio_lecture.ogg","N","N","N"
"tomorrow","104","tomorrow",,"t/..r/m/o/r/..u ","","WordAudio_tomorrow.ogg","N","Y","N"
"legacy","101","legacy",,"l/e/g/..r/s/i: ","","WordAudio_legacy.ogg","N","N","N"
"meat","96","meat","m/ea/t","m/i:/t","WordImage_meat.png","WordAudio_meat.ogg","Y","N","Y"
"leave","96","leave","l/ea/ve","l/i:/v ","","WordAudio_leave.ogg","Y","N","Y"
"touch","100","touch","t/ou/ch","t/^/tsh","","WordAudio_touch.ogg","Y","N","Y"
"brew","105","brew","b/r/ew","b/r/u:","","WordAudio_brew.ogg","Y","N","Y"
"read","96","read","r/ea/d","r/i:/d ","","WordAudio_read.ogg","Y","N","Y"
"speak","96","speak","sp/ea/k","sp/i:/k ","","WordAudio_speak.ogg","Y","N","Y"
"issue","116","issue",,"i/sh/u: ","","WordAudio_issue.ogg","N","N","N"
"clue","105","clue","cl/ue","kl/u: ","","WordAudio_clue.ogg","Y","N","Y"
"candle","99","candle",,"k/ae/n/d/l","WordImage_candle.png","WordAudio_candle.ogg","N","N","N"
"discussion","116","discussion",,"d/i/sk/^/sh/..r/n ","","WordAudio_discussion.ogg","N","N","N"
"proud","100","proud","pr/ou/d","pr/au/d ","","WordAudio_proud.ogg","Y","N","Y"
"steam","96","steam","st/ea/m","st/i:/m ","","WordAudio_steam.ogg","Y","N","Y"
"action","116","action",,"ae/k/sh/..r/n ","","WordAudio_action.ogg","N","Y","N"
"noun","100","noun","n/ou/n","n/au/n","","WordAudio_noun.ogg","Y","N","Y"
"tea","96","tea","t/ea","t/i:","WordImage_tea.png","WordAudio_tea.ogg","Y","N","Y"
"rough","100","rough","r/ou/gh","r/^/f","","WordAudio_rough.ogg","Y","N","Y"
"crew","105","crew","cr/ew","kr/u: ","","WordAudio_crew.ogg","Y","N","Y"
"religion","115","religion",,"r/i/l/i/dz/..r/n ","","WordAudio_religion.ogg","N","N","N"
"team","96","team","t/ea/m","t/i:/m","WordImage_team.png","WordAudio_team.ogg","Y","N","Y"
"threw","105","threw","thr/ew","thr/u: ","","WordAudio_threw.ogg","Y","N","Y"
"mouth","100","mouth","m/ou/th","m/au/th","WordImage_mouth.png","WordAudio_mouth.ogg","Y","N","Y"
"rage","115","rage",,"r/ei/dz ","","WordAudio_rage.ogg","N","Y","N"
"true","105","true","tr/ue","tr/u: ","","WordAudio_true.ogg","Y","N","Y"
"teach","96","teach","t/ea/ch","t/i:/tsh ","","WordAudio_teach.ogg","Y","N","Y"
"mouse","100","mouse","m/ou/se","m/au/s","WordImage_mouse.png","WordAudio_mouse.ogg","Y","N","Y"
"teacher","96","teacher",,"t/i:/tsh/..r","WordImage_teacher.png","WordAudio_teacher.ogg","N","N","N"
"orange_fruit","115","orange",,"o/r/i/n/dz","WordImage_orange_fruit.png","WordAudio_orange_fruit.ogg","N","N","N"
"official","116","official",,"..r/f/i/sh/..r/l ","","WordAudio_official.ogg","N","N","N"
"motion","116","motion",,"m/..u/sh/..r/n ","","WordAudio_motion.ogg","N","Y","N"
"sneak","96","sneak","sn/ea/k","sn/i:/k","","WordAudio_sneak.ogg","Y","N","Y"
"round","100","round","r/ou/nd","r/au/nd ","","WordAudio_round.ogg","Y","N","Y"
"sugar","116","sugar","s/u/g/ar","sh/u/g/..r ","","WordAudio_sugar.ogg","Y","N","Y"
"tough","100","tough","t/ou/gh","t/^/f","","WordAudio_tough.ogg","Y","N","Y"
"reach","96","reach","r/ea/ch","r/i:/tsh ","","WordAudio_reach.ogg","Y","N","Y"
"chef","116","chef","ch/e/f","sh/e/f ","","WordAudio_chef.ogg","Y","N","Y"
"blue","105","blue","bl/ue","bl/u:","WordImage_blue.png","WordAudio_blue.ogg","Y","N","Y"
"shout","100","shout","sh/ou/t","sh/au/t ","","WordAudio_shout.ogg","Y","N","Y"
"sea","96","sea","s/ea","s/i:","WordImage_sea.png","WordAudio_sea.ogg","Y","N","Y"
"station","116","station",,"s/t/ei/sh/..r/n","WordImage_station.png","WordAudio_station.ogg","N","N","N"
"south","100","south","s/ou/th","s/au/th ","","WordAudio_south.ogg","Y","N","Y"
"seat","96","seat","s/ea/t","s/i:/t","WordImage_seat.png","WordAudio_seat.ogg","Y","N","Y"
"sound","100","sound","s/ou/nd","s/au/nd ","","WordAudio_sound.ogg","Y","N","Y"
